 91981/100000: episode: 2367, duration: 2.919s, episode steps:  27, steps per second:   9, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.259 [0.000, 3.000],  loss: 0.001972, mae: 0.272051, mean_q: 0.381847, mean_eps: 0.917230
 43418/100000: episode: 1131, duration: 0.146s, episode steps:  25, steps per second: 171, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.320 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43476/100000: episode: 1132, duration: 0.261s, episode steps:  58, steps per second: 222, episode reward:  1.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 1.431 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43505/100000: episode: 1133, duration: 0.132s, episode steps:  29, steps per second: 219, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.621 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43530/100000: episode: 1134, duration: 0.127s, episode steps:  25, steps per second: 196, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.680 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43559/100000: episode: 1135, duration: 0.129s, episode steps:  29, steps per second: 224, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.552 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43633/100000: episode: 1136, duration: 0.349s, episode steps:  74, steps per second: 212, episode reward:  1.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.797 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43659/100000: episode: 1137, duration: 0.128s, episode steps:  26, steps per second: 203, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.769 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43684/100000: episode: 1138, duration: 0.133s, episode steps:  25, steps per second: 187, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.480 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43711/100000: episode: 1139, duration: 0.120s, episode steps:  27, steps per second: 224, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.963 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43793/100000: episode: 1140, duration: 0.331s, episode steps:  82, steps per second: 248, episode reward:  1.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 1.354 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43818/100000: episode: 1141, duration: 0.114s, episode steps:  25, steps per second: 219, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.440 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43843/100000: episode: 1142, duration: 0.123s, episode steps:  25, steps per second: 204, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.720 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43868/100000: episode: 1143, duration: 0.121s, episode steps:  25, steps per second: 206, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.480 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43927/100000: episode: 1144, duration: 0.268s, episode steps:  59, steps per second: 220, episode reward:  1.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 1.763 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43956/100000: episode: 1145, duration: 0.126s, episode steps:  29, steps per second: 229, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.552 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43985/100000: episode: 1146, duration: 0.133s, episode steps:  29, steps per second: 218, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.172 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 44011/100000: episode: 1147, duration: 0.078s, episode steps:  26, steps per second: 334, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 2.038 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 44043/100000: episode: 1148, duration: 0.094s, episode steps:  32, steps per second: 340, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.531 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 44071/100000: episode: 1149, duration: 0.090s, episode steps:  28, steps per second: 311, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.429 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 44147/100000: episode: 1150, duration: 0.197s, episode steps:  76, steps per second: 385, episode reward:  1.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 1.434 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 44175/100000: episode: 1151, duration: 0.105s, episode steps:  28, steps per second: 266, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.750 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 44204/100000: episode: 1152, duration: 0.083s, episode steps:  29, steps per second: 350, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.276 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 44259/100000: episode: 1153, duration: 0.161s, episode steps:  55, steps per second: 341, episode reward:  1.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.418 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 44284/100000: episode: 1154, duration: 0.078s, episode steps:  25, steps per second: 319, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.520 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 44313/100000: episode: 1155, duration: 0.087s, episode steps:  29, steps per second: 334, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.586 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 44339/100000: episode: 1156, duration: 0.087s, episode steps:  26, steps per second: 300, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.231 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 44364/100000: episode: 1157, duration: 0.078s, episode steps:  25, steps per second: 321, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.760 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 44419/100000: episode: 1158, duration: 0.162s, episode steps:  55, steps per second: 339, episode reward:  1.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.618 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 44484/100000: episode: 1159, duration: 0.172s, episode steps:  65, steps per second: 379, episode reward:  1.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 1.462 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 44540/100000: episode: 1160, duration: 0.173s, episode steps:  56, steps per second: 324, episode reward:  1.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.679 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 44570/100000: episode: 1161, duration: 0.087s, episode steps:  30, steps per second: 343, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.467 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 44596/100000: episode: 1162, duration: 0.076s, episode steps:  26, steps per second: 343, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.654 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 44624/100000: episode: 1163, duration: 0.096s, episode steps:  28, steps per second: 293, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.286 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 44654/100000: episode: 1164, duration: 0.100s, episode steps:  30, steps per second: 300, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.433 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 44755/100000: episode: 1165, duration: 0.290s, episode steps: 101, steps per second: 348, episode reward:  2.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 1.634 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 44780/100000: episode: 1166, duration: 0.076s, episode steps:  25, steps per second: 327, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.960 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 44806/100000: episode: 1167, duration: 0.075s, episode steps:  26, steps per second: 345, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.769 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 44912/100000: episode: 1168, duration: 0.314s, episode steps: 106, steps per second: 338, episode reward:  2.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.481 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 44937/100000: episode: 1169, duration: 0.074s, episode steps:  25, steps per second: 340, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.240 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45043/100000: episode: 1170, duration: 0.294s, episode steps: 106, steps per second: 360, episode reward:  2.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.528 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45114/100000: episode: 1171, duration: 0.189s, episode steps:  71, steps per second: 375, episode reward:  1.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.479 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45145/100000: episode: 1172, duration: 0.100s, episode steps:  31, steps per second: 309, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.323 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45170/100000: episode: 1173, duration: 0.072s, episode steps:  25, steps per second: 347, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.240 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45195/100000: episode: 1174, duration: 0.072s, episode steps:  25, steps per second: 348, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.440 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45227/100000: episode: 1175, duration: 0.124s, episode steps:  32, steps per second: 258, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.344 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45268/100000: episode: 1176, duration: 0.114s, episode steps:  41, steps per second: 360, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.537 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45298/100000: episode: 1177, duration: 0.115s, episode steps:  30, steps per second: 261, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.267 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45330/100000: episode: 1178, duration: 0.111s, episode steps:  32, steps per second: 288, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.500 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45356/100000: episode: 1179, duration: 0.079s, episode steps:  26, steps per second: 329, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.500 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45386/100000: episode: 1180, duration: 0.103s, episode steps:  30, steps per second: 291, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.400 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45465/100000: episode: 1181, duration: 0.216s, episode steps:  79, steps per second: 366, episode reward:  1.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 1.481 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45541/100000: episode: 1182, duration: 0.219s, episode steps:  76, steps per second: 347, episode reward:  1.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 1.632 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45600/100000: episode: 1183, duration: 0.178s, episode steps:  59, steps per second: 332, episode reward:  1.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 1.661 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45625/100000: episode: 1184, duration: 0.088s, episode steps:  25, steps per second: 284, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.560 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45651/100000: episode: 1185, duration: 0.085s, episode steps:  26, steps per second: 306, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.462 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45676/100000: episode: 1186, duration: 0.077s, episode steps:  25, steps per second: 327, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.440 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45702/100000: episode: 1187, duration: 0.084s, episode steps:  26, steps per second: 310, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.846 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45728/100000: episode: 1188, duration: 0.077s, episode steps:  26, steps per second: 339, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.538 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45755/100000: episode: 1189, duration: 0.086s, episode steps:  27, steps per second: 316, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.407 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45782/100000: episode: 1190, duration: 0.092s, episode steps:  27, steps per second: 295, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.704 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45808/100000: episode: 1191, duration: 0.079s, episode steps:  26, steps per second: 327, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.538 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45835/100000: episode: 1192, duration: 0.078s, episode steps:  27, steps per second: 348, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.333 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45862/100000: episode: 1193, duration: 0.089s, episode steps:  27, steps per second: 302, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.481 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45891/100000: episode: 1194, duration: 0.095s, episode steps:  29, steps per second: 306, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.655 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45948/100000: episode: 1195, duration: 0.173s, episode steps:  57, steps per second: 330, episode reward:  1.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.404 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 45978/100000: episode: 1196, duration: 0.088s, episode steps:  30, steps per second: 342, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.733 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 46007/100000: episode: 1197, duration: 0.087s, episode steps:  29, steps per second: 332, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.276 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 46038/100000: episode: 1198, duration: 0.100s, episode steps:  31, steps per second: 310, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.774 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 46063/100000: episode: 1199, duration: 0.078s, episode steps:  25, steps per second: 322, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.560 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 46142/100000: episode: 1200, duration: 0.225s, episode steps:  79, steps per second: 351, episode reward:  1.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 1.633 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 46167/100000: episode: 1201, duration: 0.072s, episode steps:  25, steps per second: 348, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.480 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 46192/100000: episode: 1202, duration: 0.073s, episode steps:  25, steps per second: 342, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.360 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 46217/100000: episode: 1203, duration: 0.083s, episode steps:  25, steps per second: 301, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.440 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 46242/100000: episode: 1204, duration: 0.090s, episode steps:  25, steps per second: 277, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.720 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 46274/100000: episode: 1205, duration: 0.092s, episode steps:  32, steps per second: 347, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.625 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
